Product_ID,Production_Date,Material_Type,Material_Thickness_mm,Thermal_Resistance_R_Value,Production_Time_Minutes,Machine_Efficiency_Percent,Defect_Rate_Percent,Quality_Score,Energy_Consumption_kWh,Unit_Production_Cost_INR,Selling_Price_INR,Market_Demand_Index,Monthly_Sales_Units,Profit_Per_Unit
18,2024-01-18,Vacuum Panel,41.47489988518248,9.184244391599895,67.68434683178171,80.79673259037334,4.534585963110546,93.03293853143013,39.08651238960554,3717.6332641026565,8846.599016539858,100.4226041534992,737,5128.965752437201
19,2024-01-19,Vacuum Panel,49.4274258191725,3.947858372610394,88.77220424305607,71.98897689323206,1.3833243603998016,73.41897661357723,49.23044697555406,5360.927398143603,7914.633219785641,87.06050183788935,376,2553.7058216420382
20,2024-01-20,Polyurethane,11.768760099658769,9.416276358370453,92.27069576982285,75.9022068434008,0.6015403026740626,89.31723871203295,16.227703910237317,3169.1455615596947,8692.387732308747,77.68423533284991,774,5523.242170749052
21,2024-01-21,Fiberglass,31.73588219084608,2.482139122316487,89.2532431537108,76.42224175705482,4.377491981145955,95.02974387248196,19.026583322082203,4108.147942747755,7904.646955268592,72.56369206566606,628,3796.499012520837
22,2024-01-22,Aerogel,22.14008854839597,9.475488214444114,33.443512940812184,83.1350019093322,3.0970268707455793,87.32060203659003,18.471925995260108,4517.427667776989,7848.77803614502,92.72757066508376,272,3331.350368368031
23,2024-01-23,Fiberglass,48.646147901657145,4.812981497917075,49.93955883716812,77.51974068870199,4.507963049578291,89.39222125684267,41.70159070485347,4681.046023050971,7313.525895198589,115.73760888171684,366,2632.479872147618
24,2024-01-24,Vacuum Panel,42.89535154110689,2.811366627593732,55.87155254170135,72.82738699089731,3.1862535053592764,83.75090438278919,17.47629185800473,5185.84547037833,7852.812112983946,97.02213883342384,424,2666.9666426056156
25,2024-01-25,Vacuum Panel,42.724791712001206,5.886974073490605,100.4437207679505,74.68975049463502,4.145724904818661,85.86121959652158,12.666393192932244,4064.5371702919747,8074.833877199614,55.23221325454209,776,4010.2967069076394
26,2024-01-26,Fiberglass,26.09119219077366,4.0542125417640635,47.875987241455306,74.12371577945855,2.4335301350981657,71.03130575055175,49.94243226342515,4838.053034023822,7045.008654857373,82.24794814374937,780,2206.9556208335507
27,2024-01-27,Fiberglass,23.666877605194934,4.278983215695383,41.070496386720315,97.24615034154435,3.8743696907972094,89.16889065919854,10.992688457805965,4756.126268372869,7888.226010350812,112.35768920574392,208,3132.0997419779433
28,2024-01-28,Fiberglass,17.30331823688178,4.458319719410293,115.74480190380962,91.26019019371726,4.608686601004352,72.44341638673478,43.40976240635462,4642.848301961241,8562.7124367904,56.61236980607608,435,3919.8641348291585
29,2024-01-29,Vacuum Panel,7.536897349291721,8.424207182661307,20.88632851134689,97.09732102754774,3.0745533367499283,83.0504378302067,24.614673662026114,4921.4498794266365,8360.09211274854,119.22129984962804,909,3438.6422333219034
30,2024-01-30,Vacuum Panel,43.912506931477395,6.313290213402036,119.78208556819781,82.31273362222144,1.313533177530708,78.77965293002224,43.66461839031261,3778.347513204229,8270.31397772787,116.43485755517949,884,4491.966464523641
31,2024-01-31,Aerogel,41.58054541085349,4.490461593248029,87.68212988573956,77.79431748655439,1.7095892676358917,86.3628385063514,32.184819648445796,3253.946260753887,8819.110856874406,55.479213651091314,993,5565.164596120519
32,2024-02-01,Aerogel,49.987295297875875,6.882670266487347,102.84692994491171,92.35220952185722,1.393900596038326,74.00249006569621,46.065249179454405,3357.81501611923,7036.06401965046,115.33893243146885,227,3678.24900353123
33,2024-02-02,Vacuum Panel,49.84865766832574,7.7292053937855485,49.46193963461931,79.1351097051521,1.6108566241807982,90.74930205919955,47.047719456585064,3673.7471479617034,8114.095172384468,75.41928131816235,845,4440.348024422765
34,2024-02-03,Fiberglass,29.994426752118237,4.18099200586827,21.431527766705997,78.38273446374976,1.8788695220796636,93.85034610785411,10.36392725123104,4500.593806568356,8574.697696819414,109.12964169531037,226,4074.103890251058
35,2024-02-04,Fiberglass,39.60443368312297,5.308392812202812,93.78695185615301,76.51016778181928,2.998102040389348,74.9006334922947,13.016487039711532,5521.3282516380605,8082.670765402534,79.286833639929,749,2561.3425137644736
36,2024-02-05,Aerogel,47.51445784470926,2.9750887466955804,103.41445970006758,73.63101139027859,3.1459623325872474,73.12939262055646,20.01434918283422,5103.880026265153,7647.791105160758,80.85985788917611,395,2543.911078895605
37,2024-02-06,Vacuum Panel,43.23413258048352,3.4491947962774425,94.04761319535191,77.18096570846944,2.419248862588375,74.36546448362077,36.772616654540066,5367.121812606141,7272.501130183956,94.39701636842798,402,1905.3793175778146
38,2024-02-07,Aerogel,16.130664578443895,7.4489428317198625,34.28502873008386,79.94895295726886,3.2693935091937596,96.31382685695505,45.53088786046024,4052.9268717782743,8775.126143632382,104.21341934931883,284,4722.199271854108
39,2024-02-08,Aerogel,25.27448608895421,3.4515067815650156,95.34279222569691,88.87183782808046,0.8670871652511467,85.84567785269068,28.39767805175851,4213.96122494565,7941.524784775206,52.3652405663774,229,3727.5635598295557
40,2024-02-09,Polyurethane,10.812173681817274,6.201307069336481,96.8922782107641,71.75181558214464,0.8950470667617199,84.01782988022508,34.278924650970616,4181.045657971838,8756.230393971402,91.52091968689939,665,4575.184735999564
41,2024-02-10,Polyurethane,47.93229622664251,7.672370093779461,85.85405156700548,75.8941943106296,1.273232571609463,73.20135457307063,17.539994111822445,3575.6195532135043,8171.704244866337,63.07130958681597,298,4596.084691652833
42,2024-02-11,Polyurethane,32.2778585502896,2.8550153847579507,96.61159327955862,92.65266192816694,2.8313487411815514,89.48668020270885,42.19867335526742,3183.649974430716,8348.384233230001,74.2164662504242,389,5164.734258799284
43,2024-02-12,Fiberglass,15.288926247655823,6.538497757031228,104.59214396777321,74.11381386034559,1.462976054142411,96.0399877568527,48.69312445413879,4772.74827848168,8608.5223087569,74.35780663086516,211,3835.774030275219
44,2024-02-13,Vacuum Panel,35.22653079826355,4.05250226961091,81.36041142374584,79.5940641026306,1.774779815716598,94.84557607970359,20.7439573165839,5967.650050261758,8318.31108920027,82.83422381548075,802,2350.6610389385114
45,2024-02-14,Vacuum Panel,32.81577082060531,9.703415001900638,28.860471396967906,94.21044981202792,2.3014077627784735,88.78164126942404,29.793038064021854,3500.4891148507886,7796.109681357875,73.38954883133214,229,4295.620566507087
46,2024-02-15,Vacuum Panel,21.11732231147782,5.868365173759398,68.7627809667211,74.3379087120164,4.153397558046709,72.2583614995502,13.444644420254953,3140.054459697821,8027.266767857302,57.51527829154674,924,4887.21230815948
47,2024-02-16,Vacuum Panel,10.110091648983307,8.447940398201265,27.764933467160507,72.31663139730932,0.5623796116078705,73.37191081528039,32.36546625851874,5338.595045471799,8606.09104935176,60.1940116967816,237,3267.496003879962
48,2024-02-17,Polyurethane,35.22079380167598,6.401812337250094,60.75430310324308,83.5670638622403,3.4222046910648007,71.47926961329475,30.111337673867222,3757.7580200541724,7747.300592745968,52.34065898927684,771,3989.5425726917956
49,2024-02-18,Fiberglass,28.413846540670697,2.3473002628385533,60.71064891256276,78.46774631579902,3.509944389683084,77.72437649477408,15.777459366203104,5488.9314160587855,7776.242913536994,82.9174359730128,493,2287.3114974782084
50,2024-02-19,Fiberglass,39.754327628103766,7.065211004752179,26.600984414024158,85.77543420554791,4.093951011604864,74.06984401481134,27.682648524723,5111.810001103546,7191.380232116002,116.81133863970919,559,2079.570231012456
51,2024-02-20,Polyurethane,28.407357550039702,9.611226737653256,54.88205339694793,92.5065369335373,4.69738822577141,77.80144120757302,23.36418608346253,5837.020611152414,8829.168870443496,58.09726565536816,854,2992.1482592910825
52,2024-02-21,Fiberglass,43.34816751433431,6.8128945611706495,31.099809879131485,73.8401576682768,0.5906203202718042,81.55174167156885,30.873235012207573,4226.781707270016,7182.072629890883,116.23851451021574,379,2955.2909226208667
53,2024-02-22,Polyurethane,29.83580774485185,8.553510875414322,100.82352100092221,86.25957436751997,1.1920266748094728,98.28948352213408,33.42617341715197,4985.909518351902,8296.418354897112,101.33530603124655,996,3310.50883654521
54,2024-02-23,Vacuum Panel,30.242208719092382,9.073651706787263,114.76880259644707,84.1542452909162,4.487770823251969,88.31128179345076,10.339823144288381,4394.564342439812,7826.388957605595,94.62491620539143,311,3431.824615165783
55,2024-02-24,Polyurethane,44.44941211962553,3.82463817559146,27.23164752579386,74.0342060083696,2.563333529841569,95.04921357048887,40.44023931798222,4891.7660919256305,7811.238780510885,95.1694428726494,941,2919.472688585254
56,2024-02-25,Vacuum Panel,23.156728979557865,3.696358719265813,115.51152072917014,87.4719575948115,3.0406578752005857,91.31054502136996,38.520571674469636,4348.796718023212,8359.103673145368,107.87093538773975,643,4010.306955122156
57,2024-02-26,Vacuum Panel,11.030685280278833,6.887847910807934,72.25765993367452,77.6619317001016,3.483622416754163,73.37509391579896,24.65145544826089,3565.8967392722243,7134.187465259757,57.484390506587495,220,3568.290725987533
58,2024-02-27,Aerogel,6.295220434100254,5.288227758453638,49.956567795387386,83.65936091923236,3.555799720230368,92.07761219121846,12.11743742275273,4523.692248010143,8187.411565902869,85.33280264958792,344,3663.7193178927264
59,2024-02-28,Polyurethane,38.98117650531285,8.718890422933763,27.68620752761635,72.30362507975774,4.692831814924287,78.25296644677374,40.19730159140202,4585.752604312327,8544.06357194471,98.79637967825309,698,3958.310967632382
60,2024-02-29,Aerogel,32.91392981090591,9.20018498718409,70.06242680704179,82.86835360198144,4.986272378352513,89.1732354098412,48.2070064191253,5431.811544780483,8656.425515773188,91.07743115514945,345,3224.6139709927047
61,2024-03-01,Polyurethane,36.68358956446506,4.827371034421745,99.45155444907486,78.58097710519897,3.740708574189231,80.22885920928965,19.606063840880566,5206.562117380743,7341.060778787551,108.29453497163063,640,2134.4986614068075
62,2024-03-02,Polyurethane,14.583387267900983,3.8949644717958565,90.70864772666981,93.02667391318992,1.7924954414231786,99.93016789793978,22.940984549481517,4991.374871824332,8794.838100156347,55.0590196307946,620,3803.4632283320143
63,2024-03-03,Aerogel,11.13671640140464,8.244204121950894,25.022601146397378,71.5954043559263,4.458885810324546,77.90654438490333,17.3525155792726,3340.1612866577175,8312.292183694884,98.34907276494161,515,4972.1308970371665
64,2024-03-04,Aerogel,5.654509955054687,4.198448284385089,27.29018353679035,81.72100369771324,0.7214941154334272,78.37391412322809,33.077444933793586,5161.848871991146,8763.709601641365,87.38194112693024,365,3601.8607296502196
65,2024-03-05,Polyurethane,20.776440146296864,8.580914548109426,60.28732826326371,82.83607987568027,1.539863837935233,97.92016766687195,16.193655785898198,4500.915469063544,7970.561434220396,76.54126047859604,851,3469.645965156852
66,2024-03-06,Fiberglass,31.54629590845849,5.389906029190103,49.52904940479433,90.30017013637533,4.5382357285867165,70.73933213908968,24.247757738455178,5682.298608318478,8084.066690194404,73.81924875638217,402,2401.7680818759263
67,2024-03-07,Vacuum Panel,22.650982029487956,7.340399194331764,43.23843230560478,86.08005210252591,1.6528618149770973,90.90066963619591,37.88052055737052,5759.612802391628,8838.076554057343,93.4582842941935,695,3078.463751665715
68,2024-03-08,Aerogel,24.686371491067806,2.7642825106773454,48.10044989087136,88.68194544143707,1.4929297682978682,91.75979172207634,32.40463932037393,3165.4697718053562,8799.819086709344,112.36967622509854,955,5634.349314903988
69,2024-03-09,Vacuum Panel,45.68714125221868,6.990874597412584,100.34827432968846,91.75737999824918,1.1215638191311126,95.09135732231198,25.45850257311741,5461.924681063436,7896.321746738004,84.73231482707807,824,2434.397065674568
70,2024-03-10,Fiberglass,20.671496016048515,5.614141429897833,112.92280536318539,94.14168326242928,4.366002909411124,99.23317931915426,26.809984072301674,3113.092171268012,7548.825263271364,107.7306214853844,667,4435.733092003352
71,2024-03-11,Fiberglass,28.129527012191485,6.692867705403793,60.510269452756646,78.78851390822918,2.75026216635989,99.26805757469957,32.48443530492918,4101.508877085068,7786.3408691285285,78.15094672907773,912,3684.8319920434606
72,2024-03-12,Fiberglass,40.26438557335144,3.3441136619589074,110.61110021324971,85.06463575018928,3.5370194137436965,71.95830272699392,10.234589115486452,4626.899926863238,7775.5286570595,57.167612395522355,584,3148.628730196262
73,2024-03-13,Aerogel,22.844425204457156,7.894989959553457,52.1495701247882,93.5230261962976,1.5757987283376336,94.65517968258708,13.140394738144394,3444.3023958813824,7573.733749965588,54.3054015521047,513,4129.431354084205
74,2024-03-14,Fiberglass,32.993901510254304,8.902376620345828,67.64369863437916,97.70463166702157,3.911181894550474,89.38929800972144,45.250322710520464,5238.94143770723,7537.159208665933,53.59340599265743,970,2298.217770958703
75,2024-03-15,Aerogel,43.80636689360353,3.733918400726205,42.60289978159997,94.90654070922537,3.920024952329443,89.42026403119274,13.11515956365163,3025.0641125164157,8722.12587295944,76.6105099370369,454,5697.061760443024
76,2024-03-16,Fiberglass,47.72842806459389,2.765716444161294,84.0476042175844,80.40108335348255,1.9066911120873506,73.85049779844084,38.27214384842021,3505.7971453021105,7139.723841369323,73.60664255850895,222,3633.9266960672126
77,2024-03-17,Vacuum Panel,11.618306641806708,2.189108688370691,117.89811151748088,75.46466248212221,2.348071848546273,89.5056149933696,46.801526564362106,4742.390489560427,8355.222364199188,100.25559165357987,957,3612.8318746387604
78,2024-03-18,Vacuum Panel,46.69644313226725,7.135772003546128,80.34930960433786,83.70299104738449,1.4436062484359038,99.47447741803744,20.827344172069246,5143.162686111877,7345.640102912905,101.99750511094061,538,2202.477416801028
79,2024-03-19,Polyurethane,27.14523318857922,6.856752288710246,55.78140841135489,90.76596065140919,4.8945246049530695,97.3545570861834,24.81965748238057,5749.929308081748,7689.011786788126,53.55977781836179,692,1939.0824787063784
80,2024-03-20,Vacuum Panel,16.620997473453127,6.37357930171256,84.78174459905284,83.79193398109233,3.4052115967628525,83.17391982414551,32.75685623378865,5116.489955803871,7123.086068269674,65.47862840223105,710,2006.5961124658024
81,2024-03-21,Polyurethane,25.661109030721757,3.8555767689278033,32.29206784653876,83.52906417278271,4.70544746321982,71.19843919858283,45.268358785543384,5015.337810764598,7539.9472737109245,69.19832951112298,565,2524.609462946327
82,2024-03-22,Vacuum Panel,49.101465887846466,5.127247967244117,108.86590802653987,93.47045179029041,1.8652349463310993,80.86880470000614,47.67622349041681,4183.023439051993,8536.842142234484,88.33283888999665,571,4353.818703182491
83,2024-03-23,Aerogel,27.16781422967913,6.755810681489384,70.30839507798363,80.11930581388121,4.018509108486004,94.79170934801665,39.582529924450725,3003.8532765804043,8770.030649094517,60.11606567348652,798,5766.177372514112
84,2024-03-24,Vacuum Panel,19.793822462937868,5.974134870873355,64.9349742039642,94.07425089472608,3.946363897481339,91.04497304395498,13.464790434187762,3360.4777762068657,7443.054303804734,59.375885358000026,418,4082.576527597869
85,2024-03-25,Polyurethane,33.50303844425266,9.902284161719098,78.58647884535192,81.39053442664826,3.612450433399437,83.7803096678187,36.76616622139403,4603.663634268118,7927.095678517844,116.06522224455706,674,3323.4320442497265
86,2024-03-26,Polyurethane,15.806552845018688,3.091518020453865,82.47838627894025,79.1905269589935,4.845375388700602,71.65304605476493,26.41214887490648,5025.389657533259,7940.648095874412,106.29420351084467,622,2915.258438341153
87,2024-03-27,Fiberglass,8.413849764889877,7.56115643238075,27.177580622651302,82.71171751359157,2.27099901247842,82.80684183469907,28.828039979642462,4252.344851689388,8747.150611519468,62.64584314638192,555,4494.80575983008
88,2024-03-28,Aerogel,10.799587485979215,5.234550144834337,88.26172212234025,91.34851484289632,1.0882279561539079,84.07074819153651,11.965935613807082,5192.037034585171,8525.598105751611,78.45974655338436,659,3333.5610711664403
89,2024-03-29,Vacuum Panel,10.762062753099759,5.425596919404918,44.19316803155296,73.52805678019185,3.5226898665982733,97.85666598682408,17.642485573854326,4565.586885996536,8026.1544367361,74.89353994802958,702,3460.5675507395645
90,2024-03-30,Fiberglass,11.835621208053245,7.74078212526541,91.39526325065899,75.49973804441649,3.7818941021474277,89.23258310746479,41.62054430134591,3222.5285867829366,8341.494400943546,105.3702851845785,226,5118.965814160609
91,2024-03-31,Vacuum Panel,11.247222769223455,7.539489210594957,102.25347943841967,96.64045511856658,3.087772580564666,79.34958749963947,28.15835332191439,3576.0487529038464,8694.710107818733,85.71490415346855,422,5118.661354914887
92,2024-04-01,Vacuum Panel,33.83936351614466,9.930047949617506,100.39585075525203,74.91376556667801,1.4306805191002832,85.75954793352165,22.066489665245953,5519.994669731828,7019.07790805109,58.94948158954269,889,1499.083238319262
93,2024-04-02,Fiberglass,13.184603797961516,3.027154315633002,75.2500967407889,85.89636490206954,2.770051737512099,71.9816592346648,25.360762958598325,5174.738239873319,7805.780062100097,101.72944442093707,347,2631.041822226778
94,2024-04-03,Fiberglass,20.555027749573846,2.8328771950733307,72.01698923107512,86.22080506653427,1.9048538145610823,99.1770470694921,44.17598053302721,5684.285961037485,8814.486334554158,77.78215847574432,623,3130.2003735166727
95,2024-04-04,Fiberglass,45.35547844577053,7.794710537029929,34.28759613394117,83.70948493740686,2.4235993767501007,80.80179705792177,39.95996069619828,3352.6717473628096,8480.626061687903,68.4046973342503,938,5127.954314325093
96,2024-04-05,Fiberglass,26.328273811829256,6.627095336051273,97.53461504031355,88.05286696015092,3.4034835913009878,84.33602064739408,20.89261588724331,5970.667603845222,8085.6827486681495,76.2849035414504,550,2115.015144822927
97,2024-04-06,Fiberglass,35.04009823344622,4.193285332478447,47.14093804467144,76.43514832233332,3.8534663421087556,80.65851922710767,14.700073608494932,3628.2201418498007,8059.2890540702665,84.84295945248275,385,4431.068912220466
98,2024-04-07,Vacuum Panel,12.754394204073343,2.635354951911893,69.66954228179466,85.47454349774895,1.545011109056044,90.475351903486,20.079928865762867,3035.339628859926,7695.540195208876,74.01808614919067,614,4660.20056634895
99,2024-04-08,Fiberglass,13.653005846390185,2.6852659967714443,48.42740929275167,80.42085114691312,2.32396412291129,89.86696474988779,46.83025804218935,5992.268817160662,8041.041067283029,66.93340408142305,628,2048.772250122367
100,2024-04-09,Aerogel,6.839087731991549,9.153526997312946,33.38283629996931,88.5266832696173,1.7112270694623313,91.45966931587407,33.26355351399022,3843.2216563353395,8310.766398926906,77.89514201627863,240,4467.544742591566
101,2024-04-10,Polyurethane,12.602077838247403,3.5349385977499432,82.95576968917365,73.95425921444819,1.393842262378411,78.04429688835762,31.339208349791313,5004.0583575376795,7836.726076857586,51.342103752492875,592,2832.6677193199066
102,2024-04-11,Fiberglass,17.536565256438138,4.586972496924166,25.43320348229038,85.98456767150533,4.025242489981273,79.47005443492198,33.85574398769846,3530.0469425289157,8428.306292784348,104.07484922674197,902,4898.259350255432
103,2024-04-12,Fiberglass,12.965471792453606,3.813251217815904,94.86452341262,75.18756995073306,4.591637124966466,73.75753693288624,24.641130629860612,4740.6855965974255,8722.464454520772,61.966142549731,278,3981.7788579233465
104,2024-04-13,Vacuum Panel,8.991614019067502,4.8399704466554985,51.75867952611166,77.80200576722102,2.1660448355805952,89.66529915538338,42.28428081278051,5712.104959363678,7309.369696369722,53.07332295414461,916,1597.264737006044
105,2024-04-14,Fiberglass,10.428614199527036,2.555390741968747,20.01346930044853,76.12387440906033,3.880755159681951,71.19391382006958,30.931449972009993,3960.5435022853158,7903.094045634849,95.75890850335554,989,3942.550543349533
106,2024-04-15,Fiberglass,25.73504456147266,6.152478327266163,71.11291392372297,75.11945783632687,4.53647880213985,87.93047006570377,14.66991611075182,5010.761928133077,7816.040182570162,104.17552901765706,983,2805.278254437085
107,2024-04-16,Fiberglass,14.285017328260663,2.540900508737719,24.685190852760314,93.11990664369867,4.307558947386042,96.09087654554901,15.162604993162518,3563.7107663952493,8374.929608099455,106.96803921149902,743,4811.218841704206
108,2024-04-17,Vacuum Panel,21.392143747163395,8.402852062578893,47.616955782089946,77.99981189450493,1.3226602484265166,96.72496444868901,31.474365860104733,4874.386196156176,7499.734930515859,84.545642786242,649,2625.3487343596826
109,2024-04-18,Fiberglass,27.65377718846856,3.869696655283464,90.69764874557161,95.95946589220458,4.803313466810126,83.47113281109885,47.462808722833564,4009.3510554525305,8280.501829904553,64.37577292829897,673,4271.150774452022
110,2024-04-19,Polyurethane,36.067767288321434,6.320095316836085,26.268962162186586,97.15794270966535,2.195043981932581,83.77911064639221,22.33408486704795,3633.624775763855,8754.978483462975,101.60593740748787,341,5121.353707699121
111,2024-04-20,Vacuum Panel,6.769046292849453,9.040632700491667,103.93384923560023,85.99529315823872,2.0265829752822633,72.30907549024052,44.78164675436873,3939.5461521109055,7836.263199587245,98.9799154008036,450,3896.7170474763398
112,2024-04-21,Polyurethane,40.97346795090692,7.207018952377553,20.38199226585831,74.00403143464034,0.7809409727500115,90.12295076329107,40.563823463155174,3536.5232055233982,8822.03139995844,67.23895138722213,493,5285.508194435041
113,2024-04-22,Vacuum Panel,33.255517527090845,6.263662292410682,44.682386920190226,80.48735081462827,2.6877814434719736,94.63778261118537,19.912497716276274,5705.748323513648,8986.327477866957,113.23854291039551,809,3280.5791543533087
114,2024-04-23,Fiberglass,8.679156437699236,4.594670024923005,94.09040561520715,92.33650337374999,0.9905612703841792,77.33965163814139,11.453629932649697,4191.560658951386,7212.184099895904,57.306002065798026,335,3020.623440944518
115,2024-04-24,Polyurethane,44.31103808480498,4.664015304465583,51.62701497293068,80.28694040351797,1.618429194173417,82.63902644900094,14.07389060569531,3735.8379149231023,7466.106375969717,118.7881767713928,683,3730.268461046615
116,2024-04-25,Vacuum Panel,46.43925802393159,7.355895641585521,30.189238806601352,72.43648211247809,1.9262417979527662,95.16518010295812,39.13975735389761,4345.223523047798,8900.759502964187,110.21734676842252,988,4555.535979916389
117,2024-04-26,Aerogel,7.748508193468869,9.95311488976934,56.02339188004279,85.58997750598927,4.139718455712578,96.31361402986865,17.986789521625866,3961.6085004194865,8916.655372962774,98.15290518353527,511,4955.0468725432875
118,2024-04-27,Fiberglass,17.459494166624168,7.294713518795029,47.03932863845255,93.66338384188897,4.439698926781534,77.29539940792678,24.85083682021575,5233.257761439978,7195.414550773517,115.7124921795883,754,1962.1567893335387
119,2024-04-28,Vacuum Panel,41.279057590687756,6.462267338960199,104.27119021605549,92.28593884001806,1.8610984285766135,86.51711903624093,30.067966640256994,5913.6597356564835,7029.997000754273,100.56178178265955,831,1116.33726509779
120,2024-04-29,Aerogel,38.67168606726462,7.845204081913969,51.334791758514314,74.90344792364989,4.3641415456005825,75.77479451907482,39.018726738006514,4314.100970092941,7322.200046512845,63.331989792103215,931,3008.099076419904
121,2024-04-30,Vacuum Panel,13.30344587103698,5.721644898269745,98.89324717760073,88.83740920354907,4.35753921816406,73.0563629241867,14.529248930365014,5583.100199916721,8992.025566764496,80.95092966789682,245,3408.925366847775
122,2024-05-01,Aerogel,14.420719550151963,2.4811387408062817,109.18721448107347,76.17411937619812,3.940929276731931,97.33361504175872,26.25465621109846,4697.5892206788585,7359.999233221373,55.00521170321448,435,2662.410012542515
123,2024-05-02,Fiberglass,21.67124462561219,6.4983745270232784,63.381741957652956,76.10981096746082,1.160128013068317,94.61522512696328,29.402916365707817,3471.7069952827005,8005.095213444047,77.27601956016808,247,4533.388218161346
124,2024-05-03,Polyurethane,26.80353433359596,9.661002276043043,110.9943143854392,94.47400965254519,3.6064528110532805,92.80104705409522,31.633082558861588,5071.868226244025,8696.835452861022,101.9122113816046,397,3624.9672266169964
125,2024-05-04,Aerogel,32.82146471886332,3.402423538861277,57.73180539631929,76.99073067672644,4.752608290612559,71.4629895643942,42.734425655808664,4540.303491377461,7040.803221376413,77.05103456515721,283,2500.499729998952
126,2024-05-05,Vacuum Panel,21.601113780639757,7.520039126565326,116.40784164901082,77.37092570250431,3.5714321544522067,95.31186378130772,16.867127801728678,4951.819569756311,8208.977964516918,73.1205922827694,742,3257.1583947606077
